level_0,index,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,mentioned_users,cleaned_text,document_tone,sentences_tone
35,4534,TaylerRodarte,🌻☀️🌊,my bed,165,186,1629,2012-06-18 03:34:10,2020-06-20 03:01:51,0,"Conservative Christians be like
 “look at this beautiful verse to meditate on about how God will protect me from Corona Virus while I try to take away your constitutional rights and get mad about having to wear a mask”",[],[],"conservative christian like
 “look beautiful verse meditate god protect corona virus try take away constitutional right get mad wear mask”","{'tones': [{'score': 0.911392, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.963506, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}","[{'sentence_id': 0, 'text': 'conservative christian like', 'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.955445, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': ' “look beautiful verse meditate god protect corona virus try take away constitutional right get mad wear mask”', 'tones': [{'score': 0.825947, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]"
36,4535,sbn1780,n.a,n.a,346,100,46020,2012-01-15 22:33:06,2020-06-20 03:17:26,810,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,{'tones': []},
37,4536,c3authorspot,"writer of mysteries, young adult fantasies, and military memoir. also an avid knitter, crocheter, and sometime designer.",n.a,1121,540,2018,2012-09-13 02:55:51,2020-06-20 03:08:30,0,"COVID-Deca-Ennian Story 60: Chinese Virus, A Hoax, the Flu--Which is It? https://t.co/9l2TiFvd4K",[],[],covid-deca-ennian story chinese virus hoax flu--which,{'tones': []},
38,4537,BojacP,living on a beautiful island in the middle of the pacific.,"honolulu, hi",396,83,14712,2016-08-02 23:56:00,2020-06-20 03:00:46,25261,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
39,4538,lseeburr,"proud cult 45 member 
#maga #kag #trump2020",fort mill sc,1083,875,32497,2009-05-27 20:32:07,2020-06-21 03:36:31,0,"@drsanjaygupta 
Looks like the increase in numbers of cases of the Chinese virus THAT HAPPENED BEFORE THE TRUMP RALLY must be from the large groups of protesters and rioters in over 75 cities.",[],['@drsanjaygupta'],"
looks like increase number case chinese virus happen trump rally must large group protester rioter city",{'tones': []},
40,4539,Zekeys_Mom,"if every tongue were stilled, the noise would still continue. the rocks and stones themselves would start to tweet. 

[with apologies to tim rice]","pennsylvania, usa",611,465,26074,2011-02-12 00:16:30,2020-06-21 02:42:48,150,"When the President of the United States uses racist terms like Kung Flu, Chinese Virus, or China Plague, my biggest fear as an Asian American is that it normalizes racism against us and there’s no way for us to fight it. We have very little representation in government and media.",[],[],president united state us racist term like kung flu chinese virus china plague big fear asian american normalizes racism there’s way fight little representation government medium,"{'tones': [{'score': 0.552886, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
41,4540,Kathy66543391,god bless america!🇺🇸🇺🇸🇺🇸,n.a,121,13,3893,2020-03-27 17:11:32,2020-06-21 04:09:27,1959,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
42,4541,Ocean6663,n.a,n.a,14,0,19,2018-04-13 16:08:30,2020-06-21 04:01:27,42737,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
43,4542,NatJuno,using my art and the internet to make you uncomfortable since 2012. 23/f/statistic,"arizona, usa",167,25,4162,2015-09-14 20:29:29,2020-06-21 03:22:08,1694,"Arizona is experiencing a very troubling spike in #COVID cases. AZ’s testing is up 17%, while cases are up 138%. That means for every 1 additional test, there are 8 new cases. Let’s not undo the hard work residents did to #StopTheSpread of this deadly virus. #MaskUp #StayHome",['covid'],[],arizona experience trouble spike case az’s test case mean every additional test new case let’s undo hard work resident deadly virus,"{'tones': [{'score': 0.73362, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.721425, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
44,4543,mariajen_,21 🌻 | ig: jenliwanag_,xev bacolor // mblct,210,485,67293,2014-08-26 14:10:12,2020-06-21 03:46:18,1258,huhuhu I really miss how life was before the corona virus 🥺👉🏼👈🏼,[],[],huhuhu really miss life corona virus,"{'tones': [{'score': 0.88846, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.842108, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}",
45,4544,Marissa09073172,financier.. itchic #defundtrudeau,canada,639,492,750,2019-09-11 17:16:01,2020-06-21 03:42:05,0,"@drsanjaygupta Oh the Covid,we are all going to die from the nasty Chinese virus.Tell us all Mr Gupta,how many more will die when the economy collapses from non activity..How many will pay the price for the lockdown.",[],['@drsanjaygupta'],"oh covid,we go die nasty chinese virus.tell mr gupta,how many die economy collapse non activity..how many pay price lockdown","{'tones': [{'score': 0.662084, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}","[{'sentence_id': 0, 'text': 'oh covid,we go die nasty chinese virus.tell', 'tones': [{'score': 0.520624, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'mr gupta,how many die economy collapse non activity..how many pay price lockdown', 'tones': [{'score': 0.71602, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]"
46,4545,Katiedi83052226,♥️ prolife ♥️ maga ♥️ love our military  ♥️wwg1wga♥️ retweet not endorsement ♥️,"washington, usa",4363,3903,125672,2018-01-08 08:09:11,2020-06-20 01:52:44,428,This damn Corona Virus is just Evil I tell you. 👿 https://t.co/IetDaqQqku,[],[],damn corona virus evil tell,"{'tones': [{'score': 0.771243, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
47,4546,DonCoglioni45,#donaldtrump #kag #1a #2a #backtheblue #military #vets,united states,9620,9350,92689,2018-02-16 20:51:05,2020-06-21 04:13:36,59,"From all the riots &amp; protesting, I’ll guarantee you &amp;willing to bet the MSM along with Dems will make sure they report no one got the Chinese virus through this. I’ll also bet my last dollar, after the Trump rally they will be reporting a new major outbreak of course Trumps fault",[],[],riot amp protest i’ll guarantee amp;willing bet msm along dems make sure report one get chinese virus i’ll also bet last dollar trump rally report new major outbreak course trump fault,{'tones': []},
48,4547,hivewife,"labor and delivery nurse, aromatherapy and massage for patients is my passion. olive grower and beekeeper’s wife. voting blue no matter who",carmel by the sea,1712,1482,9273,2017-07-27 01:34:20,2020-06-20 02:02:41,0,@PrdLiberal7 I’m worried about all the people who will be exposed to corona virus 🦠 because of these rally attendees 😷😷😷,[],['@PrdLiberal7'],i’m worry people expose corona virus rally attendee,"{'tones': [{'score': 0.653949, 'tone_id': 'fear', 'tone_name': 'Fear'}]}",
49,4548,Divifilius7,"panafricanist, a student of classical philosophy who believes in the rediscovery of our african identity. he who discovers his own self discovers god",ghana,885,167,7312,2018-04-08 20:52:17,2020-06-20 02:01:31,6,Is the President still thinking about trade after corona virus pandemic? Then he must start focusing on our ports. I wonder how a group of people can keep such organised chaos at the ports and still be depending on the same ports for their salaries.,[],[],president still think trade corona virus pandemic must start focus port wonder group people keep organised chaos port still depend port salary,"{'tones': [{'score': 0.788547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.659112, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}",
50,4549,char86222106,humanitarian,san joaquin county ca,157,12,1911,2020-02-05 15:35:01,2020-06-20 03:13:51,810,Trump's Tulsa rally should be called the COVID-19 rally because it will boost the virus more than Trump.,[],[],trump's tulsa rally call rally boost virus trump,{'tones': []},
51,4550,nolanmungovan,n.a,cmass,50,28,102,2019-02-04 00:05:21,2020-06-21 02:37:01,42508,"Trump's rally in Tulsa is indoors, with no social distancing and no mask requirements—all in violation of CDC guidelines. Trump is willing to spread the COVID-19 virus in order to hear some cheers. He is a direct threat to the health of the American people. He must be defeated.",[],[],trump's rally tulsa indoors social distance mask requirements—all violation cdc guideline trump willing spread virus order hear cheer direct threat health american people must defeat,"{'tones': [{'score': 0.642915, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.674728, 'tone_id': 'confident', 'tone_name': 'Confident'}]}",
52,4551,magdareinlunzen,n.a,"braunschweig, deutschland",66,1,631,2014-10-26 15:31:26,2020-06-21 04:22:46,0,"@Happybunny920 @BidenWarRoom @realDonaldTrump Obama: left in 2016
Corona: came in 01/2020.
Yes, Obama-Biden knew about this virus. They built this apparatus to look like saints if a pandemic comes!( they created this virus and sold it to China just to stop Trump's re-elect.?!) now Biden goes for presidency, coincidence?",[],"['@Happybunny920', '@BidenWarRoom', '@realDonaldTrump']",obama leave come obama-biden knew virus build apparatus look like saint pandemic come create virus sell china stop trump's re-elect biden go presidency coincidence,{'tones': []},
53,4552,emstri17,nothing to see here!,"indiana, usa",178,21,167,2020-06-06 15:10:15,2020-06-21 02:17:51,836,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
54,4553,sjfearnside,"30+ years of it experience as comp op, programmer, it analyst, consultant, manager focusing on case tool tech. and ie","nc, usa",99,53,12825,2009-05-09 23:58:29,2020-06-21 03:30:35,1676,"Why did the Washington Post all of a sudden remove the daily China Virus death tracker from its front page now that COVID deaths are decreasing nationwide?

I guess it just doesn’t fit their narrative anymore.

🤔",[],[],"washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?

i guess doesn’t fit narrative anymore.

🤔","{'tones': [{'score': 0.630541, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.893364, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}","[{'sentence_id': 0, 'text': 'washington post sudden remove daily china virus death tracker front page covid death decrease nationwide?', 'tones': [{'score': 0.511428, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'i guess doesn’t fit narrative anymore.', 'tones': [{'score': 0.640493, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': '🤔', 'tones': []}]"
55,4554,Jschaeffel,i'm a follower of christ who serves other by pointing them to god's true north. https://t.co/niyzekwjtq; https://t.co/uyifgqm5gk,"phoenix, az",666,198,1116,2010-05-11 22:53:59,2020-06-21 04:07:07,0,"LOL, ""Kung-Flu"" is a fantastic description of the Covid-19 Virus! 😆 https://t.co/39ttdODMGK",[],[],lol kung-flu fantastic description virus,"{'tones': [{'score': 0.657413, 'tone_id': 'joy', 'tone_name': 'Joy'}]}",
56,4555,JChrisWilliams1,n.a,"virginia, usa",581,285,8163,2017-01-25 00:01:17,2020-06-21 03:19:46,752,"I’m pretty sure her Corona Virus shit it’s pants and called 911 begging to be removed from her system. 

 https://t.co/GS2RmneARa",[],[],"i’m pretty sure corona virus shit it’s pant call beg removed system 

","{'tones': [{'score': 0.500425, 'tone_id': 'anger', 'tone_name': 'Anger'}]}",
